Date,CPRT,NVDA,PWR
1/2/2015 16:00,18.29,20.13,28.35
1/5/2015 16:00,18.11,19.79,27.55
1/6/2015 16:00,17.91,19.19,27.21
1/7/2015 16:00,17.96,19.14,27.19
1/8/2015 16:00,18.15,19.86,28.02
1/9/2015 16:00,18.06,19.94,27.53
1/12/2015 16:00,17.82,19.69,26.68
1/13/2015 16:00,17.76,19.66,26.47
1/14/2015 16:00,17.67,19.74,26.34
1/15/2015 16:00,17.51,19.6,25.79
1/16/2015 16:00,17.51,19.96,26.37
1/20/2015 16:00,17.5,20.02,26.38
1/21/2015 16:00,17.83,20.3,27.17
1/22/2015 16:00,18.27,20.65,27.24
1/23/2015 16:00,18.45,20.71,27.35
1/26/2015 16:00,18.61,20.62,27.56
1/27/2015 16:00,18.41,19.63,27.33
1/28/2015 16:00,18.34,19.31,26.32
1/29/2015 16:00,18.46,19.78,26.79
1/30/2015 16:00,18.3,19.2,26.48
2/2/2015 16:00,18.56,19.62,28.15
2/3/2015 16:00,18.9,20.11,29.02
2/4/2015 16:00,18.6,20.16,28.23
2/5/2015 16:00,18.75,20.49,28.94
2/6/2015 16:00,18.84,20.4,28.95
2/9/2015 16:00,18.84,20.38,28.75
2/10/2015 16:00,18.93,20.95,28.6
2/11/2015 16:00,18.92,20.81,28.53
2/12/2015 16:00,18.97,22.3,28.86
2/13/2015 16:00,19.09,22.31,28.76
2/17/2015 16:00,18.99,22.38,28.68
2/18/2015 16:00,19.02,22.12,29.38
2/19/2015 16:00,18.97,22.18,29.61
2/20/2015 16:00,19,22.34,29.51
2/23/2015 16:00,18.76,22.16,28.76
2/24/2015 16:00,18.8,22.31,29.04
2/25/2015 16:00,19.18,22.14,29.14
2/26/2015 16:00,18.96,22.2,28.86
2/27/2015 16:00,18.71,22.06,28.78
3/2/2015 16:00,19.05,22.6,28.66
3/3/2015 16:00,18.93,22.18,28.7
3/4/2015 16:00,18.64,22.43,28.6
3/5/2015 16:00,18.64,22.86,28.7
3/6/2015 16:00,18.61,22.55,28.33
3/9/2015 16:00,18.61,22.61,28.39
3/10/2015 16:00,18.34,23,28.13
3/11/2015 16:00,18.41,22.88,28.14
3/12/2015 16:00,18.66,22.67,28.14
3/13/2015 16:00,18.64,22.7,27.67
3/16/2015 16:00,18.86,22.97,28.16
3/17/2015 16:00,18.7,23.25,27.98
3/18/2015 16:00,18.68,22.87,28.39
3/19/2015 16:00,18.68,23.22,27.82
3/20/2015 16:00,18.9,23.47,28.04
3/23/2015 16:00,18.77,22.71,28.31
3/24/2015 16:00,18.73,22.4,28.22
3/25/2015 16:00,18.31,21.04,27.85
3/26/2015 16:00,18.38,20.97,28.24
3/27/2015 16:00,18.6,21.38,28.01
3/30/2015 16:00,18.75,21.47,28.83
3/31/2015 16:00,18.79,20.93,28.53
4/1/2015 16:00,18.77,21.01,28.4
4/2/2015 16:00,18.84,21.06,28.44
4/6/2015 16:00,19.06,21.67,29.12
4/7/2015 16:00,18.91,21.86,28.66
4/8/2015 16:00,19.04,22.02,28.47
4/9/2015 16:00,18.93,22.53,28.69
4/10/2015 16:00,18.93,22.76,28.62
4/13/2015 16:00,18.84,22.55,28.71
4/14/2015 16:00,18.8,22.36,29.06
4/15/2015 16:00,18.91,22.63,29.95
4/16/2015 16:00,18.79,22.49,29.52
4/17/2015 16:00,18.5,22.2,29.11
4/20/2015 16:00,18.7,22.09,29.32
4/21/2015 16:00,18.68,22.06,29.17
4/22/2015 16:00,18.6,22.31,29.01
4/23/2015 16:00,18.67,22.22,29.21
4/24/2015 16:00,18.59,22.03,29.28
4/27/2015 16:00,18.33,22.2,29.48
4/28/2015 16:00,18.31,22.31,29.56
4/29/2015 16:00,18.14,22.14,29.68
4/30/2015 16:00,17.79,22.2,28.91
5/1/2015 16:00,17.89,22.75,28.23
5/4/2015 16:00,17.99,22.61,28.13
5/5/2015 16:00,17.58,22.03,27.95
5/6/2015 16:00,17.52,22.1,28
5/7/2015 16:00,17.56,22.49,28.03
5/8/2015 16:00,17.57,20.83,28.77
5/11/2015 16:00,17.56,20.63,29.18
5/12/2015 16:00,17.61,20.83,28.76
5/13/2015 16:00,17.52,20.95,29.23
5/14/2015 16:00,17.71,21.29,29.37
5/15/2015 16:00,17.66,21.3,29.68
5/18/2015 16:00,17.84,21.27,30.01
5/19/2015 16:00,17.83,21.04,29.43
5/20/2015 16:00,17.79,21.04,29.63
5/21/2015 16:00,17.75,20.89,30.15
5/22/2015 16:00,17.8,20.86,29.62
5/26/2015 16:00,17.65,20.73,28.92
5/27/2015 16:00,17.79,21.84,29.53
5/28/2015 16:00,17.22,22.14,29.41
5/29/2015 16:00,17.3,22.13,29.32
6/1/2015 16:00,17.1,22.38,29.5
6/2/2015 16:00,17.17,21.94,30.04
6/3/2015 16:00,17.27,21.7,30.07
6/4/2015 16:00,17.78,22.09,29.18
6/5/2015 16:00,17.88,22.26,29.4
6/8/2015 16:00,17.76,21.75,28.83
6/9/2015 16:00,17.8,21.86,28.9
6/10/2015 16:00,17.85,21.47,29.33
6/11/2015 16:00,17.94,21.7,29.45
6/12/2015 16:00,17.89,21.11,29.74
6/15/2015 16:00,17.85,21.07,29.44
6/16/2015 16:00,18,21.33,29.92
6/17/2015 16:00,17.84,21.58,29.83
6/18/2015 16:00,17.98,21.94,29.8
6/19/2015 16:00,17.92,21.87,29.84
6/22/2015 16:00,17.93,21.78,30.41
6/23/2015 16:00,17.95,21.22,30.25
6/24/2015 16:00,17.83,21.01,29.6
6/25/2015 16:00,17.84,21.17,29.19
6/26/2015 16:00,17.86,20.74,29.7
6/29/2015 16:00,17.68,20.12,28.83
6/30/2015 16:00,17.74,20.11,28.82
7/1/2015 16:00,17.82,20.4,28.74
7/2/2015 16:00,17.77,20.42,28.55
7/6/2015 16:00,17.89,20.17,28.32
7/7/2015 16:00,18.02,19.79,28.79
7/8/2015 16:00,17.64,19.65,27.7
7/9/2015 16:00,17.64,19.41,27.93
7/10/2015 16:00,17.73,19.75,28.09
7/13/2015 16:00,17.95,19.88,28.6
7/14/2015 16:00,18.07,19.89,28.9
7/15/2015 16:00,18.21,19.75,28.29
7/16/2015 16:00,18.32,20.19,28.51
7/17/2015 16:00,18.31,20.07,28.19
7/20/2015 16:00,18.31,19.7,28.15
7/21/2015 16:00,17.95,19.79,28.11
7/22/2015 16:00,18.04,19.41,27.77
7/23/2015 16:00,17.95,19.65,27.46
7/24/2015 16:00,17.71,19.42,27
7/27/2015 16:00,17.63,19.31,26.63
7/28/2015 16:00,17.86,19.73,27.21
7/29/2015 16:00,18,19.97,27.79
7/30/2015 16:00,17.93,20.02,27.78
7/31/2015 16:00,18.02,19.95,27.62
8/3/2015 16:00,18.07,20.29,27.42
8/4/2015 16:00,18.09,20.37,27.33
8/5/2015 16:00,18.18,20.58,23.11
8/6/2015 16:00,17.99,20.45,23.34
8/7/2015 16:00,18.09,22.98,23.64
8/10/2015 16:00,18.26,23.78,24.48
8/11/2015 16:00,18.11,23.66,24.45
8/12/2015 16:00,18.01,23.72,24.94
8/13/2015 16:00,18.02,23.52,24.19
8/14/2015 16:00,18.19,23.54,24.53
8/17/2015 16:00,18.37,23.39,24.46
8/18/2015 16:00,18.25,23.08,24.49
8/19/2015 16:00,18.06,22.99,24.18
8/20/2015 16:00,17.66,22.16,23.66
8/21/2015 16:00,17.3,21.47,23.06
8/24/2015 16:00,16.74,20.71,21.97
8/25/2015 16:00,16.79,20.28,21.83
8/26/2015 16:00,17.06,21.81,22.41
8/27/2015 16:00,17.36,22.63,23.65
8/28/2015 16:00,17.5,22.73,23.77
8/31/2015 16:00,17.51,22.48,24.24
9/1/2015 16:00,16.93,21.56,23.26
9/2/2015 16:00,17.51,22.21,23.7
9/3/2015 16:00,17.43,22.27,23.88
9/4/2015 16:00,17.44,21.75,23.69
9/8/2015 16:00,17.68,22.68,24.42
9/9/2015 16:00,17.48,22.23,24.36
9/10/2015 16:00,17.56,22.58,24.54
9/11/2015 16:00,17.52,22.65,24.4
9/14/2015 16:00,17.35,22.69,24.22
9/15/2015 16:00,17.61,22.94,24.61
9/16/2015 16:00,17.66,23.1,24.93
9/17/2015 16:00,17.65,23.31,24.74
9/18/2015 16:00,17.38,23.29,24.58
9/21/2015 16:00,17.55,23.53,24.91
9/22/2015 16:00,17.18,22.89,24.46
9/23/2015 16:00,17.05,23,23.73
9/24/2015 16:00,16.92,23.44,24.1
9/25/2015 16:00,17.1,23.61,24.38
9/28/2015 16:00,16.73,23.3,23.6
9/29/2015 16:00,16.7,23.71,23.85
9/30/2015 16:00,16.45,24.65,24.21
10/1/2015 16:00,16.72,24.17,24.69
10/2/2015 16:00,16.99,24.8,24.75
10/5/2015 16:00,17.4,25.42,25.56
10/6/2015 16:00,17.32,25.75,25.63
10/7/2015 16:00,17.42,26.02,26.2
10/8/2015 16:00,17.43,26.17,26.78
10/9/2015 16:00,17.4,26.07,26.51
10/12/2015 16:00,17.47,26.35,26.28
10/13/2015 16:00,17.36,26.4,25.88
10/14/2015 16:00,17.2,27.36,25.6
10/15/2015 16:00,17.38,27.43,26.21
10/16/2015 16:00,17.38,27.86,18.74
10/19/2015 16:00,17.53,27.81,19.31
10/20/2015 16:00,17.64,27.77,19.84
10/21/2015 16:00,17.65,27.41,19.55
10/22/2015 16:00,17.71,28.4,19.32
10/23/2015 16:00,17.86,28.59,19.48
10/26/2015 16:00,17.95,28.46,19.51
10/27/2015 16:00,17.76,28.44,19.32
10/28/2015 16:00,18,28.67,19.84
10/29/2015 16:00,18.04,27.68,19.85
10/30/2015 16:00,18.11,28.37,20.11
11/2/2015 16:00,18.36,28.7,20.03
11/3/2015 16:00,18.31,28.5,20.16
11/4/2015 16:00,18.33,28.03,19.95
11/5/2015 16:00,18.54,27.71,20.73
11/6/2015 16:00,18.55,31.55,20.85
11/9/2015 16:00,18.52,31.41,21.24
11/10/2015 16:00,18.45,30.81,21.49
11/11/2015 16:00,18.27,30.51,21.65
11/12/2015 16:00,17.91,30.4,20.67
11/13/2015 16:00,17.84,29.8,20.7
